Lmfao look at the argument I had with Siri !!                                                                                                    ,ham
@ijustine @apple http://t.co/D4VjL7SI                                                                                                            ,ham
Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s                                  ,ham
Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple                     ,ham
Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now                                    ,ham
Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -                      ,ham
you are so blessed. @apple                                                                                                                       ,ham
brother and girlfriend is.  Thanks @apple                                                                                                        ,ham
Well at least the @apple store has amazing call waiting music! #need4s                                                                           ,ham
#sweet... #apple replaced my glass #probono. thank you @apple                                                                                    ,ham
Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad                   ,ham
mac air and iCloud are unreal #technology                                                                                                        ,ham
I'm loving this new IOS5 update :) @apple                                                                                                        ,ham
Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...      ,ham
Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.                      ,ham
hey @apple I hate my computer i need a #mack wanna send me a free one.                                                                           ,ham
Thank you @apple. My new gf(iphone4s) is great!  She does everything!                                                                            ,ham
#iCloud set up was flawless and works like a champ! To the Cloud @Apple                                                                          ,ham
@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!                                         ,ham
@apple loving the new IOS5 upgrade for the iPhone!                                                                                               ,ham
The nice @apple tech support guy fixed my iTouch =D                                                                                              ,ham
Once again getting great customer service from the @apple store at millenia mall.                                                                ,ham
Is it just me or is #iOS5 faster for the iPad? @apple                                                                                            ,ham
I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek                                                                  ,ham
making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH                          ,ham
So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!      ,ham
New macbook is too sick @apple                                                                                                                   ,ham
Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1                                                   ,ham
So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.                                                  ,ham
@Apple Safari Reader owns the worldwide web                                                                                                      ,ham
I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out                                                ,ham
#10twitterpeopleiwouldliketomeet                                                                                                                 ,ham
@coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)                                           ,ham
Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp      ,ham
so buy #MacOSC Snow Leopard and Lion :-)                                                                                                         ,ham
i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone            ,ham
because you are doing it well! http://t.co/ZZc6bE0w                                                                                              ,ham
Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.                                           ,ham
this is @Apple !!!                                                                                                                               ,ham
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear                                     ,ham
@iancollinsuk @apple I like what you did there...!                                                                                               ,ham
I just sent my grandma a post card using my #CardsApp thanks @Apple                                                                              ,ham
@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend? Glad to hear it's still alive.                         ,ham
Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple             ,ham
@Apple! http://t.co/BgoTzj7K                                                                                                                     ,ham
@apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)                                            ,ham
Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)                                        ,ham
Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.                                                        ,ham
One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)                                   ,ham
This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.                                                            ,ham
RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple            ,ham
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple                         ,ham
Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone                ,ham
Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.                                           ,ham
#iPhone                                                                                                                                          ,ham
@apple your simply the best.                                                                                                                     ,ham
I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's         ,ham
new phone on the way #365daysofgratefulness                                                                                                      ,ham
S/O to @apple for replacing my phone for free                                                                                                   ,ham
Loving the new iPod update @apple                                                                                                                ,ham
@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.       ,ham
RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp                                                                   ,ham
@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed                                                    ,ham
Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT                                                                                ,ham
Loving my new #iPhone4S thanks @apple for #ios5                                                                                                  ,ham
i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX                                                                                    ,ham
@apple the iPhone 4s is great #genius                                                                                                            ,ham
@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.          ,ham
Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple.       ,ham
@apple Siri is amazing                                                                                                                           ,ham
@rygurl you need an @apple iphone4S with Siri!                                                                                                   ,ham
your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple                                               ,ham
whoops!!!!😁                                                                                                                                     ,ham
I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac                   ,ham
I ♥ @Apple http://t.co/a8on3IAa                                                                                                                  ,ham
@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry                                                         ,ham
Loving #iOS5 !! #awesome @Apple                                                                                                                  ,ham
an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}                                                                                 ,ham
Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge         ,ham
@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??                                       ,ham
@apple by far the best iPod and first time iPhone ever.... Good job guys                                                                         ,ham
Thank you Steve @apple store 5th av. http://t.co/nSAisriP                                                                                        ,ham
@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?                                                                       ,ham
iCloud backup and integrated Twitter are all well done.                                                                                          ,ham
RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...     ,ham
Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s             ,ham
I &lt;3 @apple http://t.co/ondXWpEr                                                                                                              ,ham
Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.                                                           ,ham
Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D                    ,ham
RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple      ,ham
the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple                     ,ham
@apple.                                                                                                                                          ,ham
It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!       ,ham
RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple                                                      ,ham
@RickySinghPT got a new backside for my eye phone! V impressed with @apple                                                                       ,ham
#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things                 ,ham
Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!                                                                   ,ham
http://t.co/00ohfLY6                                                                                                                             ,ham
@Apple present... http://t.co/DBbWSDpx                                                                                                           ,ham
Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple                                            ,ham
@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required                                                              ,ham
New iOS 5 update is THE BEST. iloveyou @apple                                                                                                    ,ham
thanks @Apple. Stupid @att. Learned my lesson.                                                                                                   ,ham
Steve and @apple.                                                                                                                                ,ham
@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s      ,ham
listening to siri is making me want to upgrade. well played @apple.                                                                              ,ham
that's been a thorn in my side for a while. #newfeature                                                                                          ,ham
Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.                                                        ,ham
@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!        ,ham
#iOS5 update submitted to @apple! Thanks for all the support!                                                                                    ,ham
Awesome service from the @apple store in pc. Thanks chris!                                                                                       ,ham
RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO                                                                                ,ham
I am crazy about #iOS5 . The photo cropping is the best! @apple                                                                                  ,ham
.@apple thanks for fixing this... http://t.co/wTj1ogDO                                                                                           ,ham
Hell yes!!! Got my contacts back!!  Thanks @apple                                                                                                ,ham
RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE                                    ,ham
@apple has changed life.                                                                                                                         ,ham
Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!                                      ,ham
the @Apple  mouse is pretty sweet man.                                                                                                           ,ham
The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple                                   ,ham
Finally got the @apple IPhone thanks to @sprint getting with the times                                                                           ,ham
#iOs5 is nice and as it had to be ! Thanks @Apple                                                                                                ,ham
Good support fm Kevin @apple #Bellevue store 4 biz customers TY!                                                                                 ,ham
Just downloaded IOS 5. It's better than I expected! #thankyou @apple                                                                             ,ham
@Apple: Siri is amazing!!! I'm in love!                                                                                                          ,ham
Love love love iOS 5!! @apple                                                                                                                    ,ham
RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...     ,ham
iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..                                                               ,ham
iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..                                                               ,ham
THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE                                                                                     ,ham
@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5                                                                  ,ham
@apple needs to hurry up and release #iTunesMatch                                                                                                ,ham
Why is  #Siri always down @apple                                                                                                                 ,ham
I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple                                                     ,ham
@apple AirDrop #fail - Immediate declined your request. every time                                                                               ,ham
good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb                                              ,ham
RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s                            ,ham
Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s                                         ,ham
The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss     ,ham
Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple                    ,ham
and there's no Authorize this computer button.                                                                                                   ,ham
@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!                                                                               ,ham
FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.                                                                                                  ,ham
please.                                                                                                                                          ,ham
OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS                                                                                    ,ham
@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...             ,ham
nor how to do it.                                                                                                                                ,ham
could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? You must authorize this computer…             ,ham
data and media just like @apple said it would. This is going to take some time to rebuild.                                                       ,ham
. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!                             ,ham
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance                       ,ham
Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity                                            ,ham
so fucking down with both!!!                                                                                                                     ,ham
It would be great If @Apple would send my new phone. #frustrated                                                                                 ,ham
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.                                ,ham
@rogerweir no but I have the option of a  replacement iPhone 4s ?                                                                                ,ham
Not sure if I want one after having 2 duff iPhones.                                                                                              ,ham
@O2 @iphone4s @apple                                                                                                                             ,ham
So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?         ,ham
I would really like to use it. Any ETA on a fix?                                                                                                 ,ham
removing all @apple shit.                                                                                                                        ,ham
So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple                                                         ,ham
What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.                                    ,ham
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em     ,ham
Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise     ,ham
it's stuck half the time. uch. thankfully no other damage. sucks for you :(                                                                      ,ham
@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.            ,ham
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat                ,ham
@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO     ,ham
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.      ,ham
just wait for the @apple survey! hate going b/c of the bad #custserv                                                                             ,ham
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!        ,ham
@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the newest model are suckers...                                    ,ham
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.                                    ,ham
@APPLE Wow @MOTOROLA Just crushed your dreams....                                                                                                ,ham
@apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR                                                 ,ham
@apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR                                                 ,ham
                                                                                                                                                 ,ham
I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now                               ,ham
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!                    ,ham
why has the Messages Icon been included when it can't be used?                                                                                   ,ham
@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T                                                                    ,ham
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii                             ,ham
@apple why is my iPhone battery so crappy #fail                                                                                                  ,ham
My @Apple @macbook keyboard will not type :(                                                                                                     ,ham
just nothing every progressed w/ them!! Why apple why?  @gruber                                                                                  ,ham
counter-intuitive piece of crap in the world                                                                                                     ,ham
I hate my @apple computer.  Thats 3500 dollars down the drain.                                                                                   ,ham
@apple my iPhone is charging very slowly!!!!!                                                                                                    ,ham
or give me the ipad2                                                                                                                             ,ham
and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!                                                  ,ham
you make some awful software.                                                                                                                    ,ham
One would think the voice recognition on the @apple tech support line would work a little better.                                                ,ham
Android here I come!                                                                                                                             ,ham
checkboxes that do what you think they will do.                                                                                                  ,ham
@AsimRang @apple @umber the desktop app is wack though                                                                                           ,ham
I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm                     ,ham
Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight                             ,ham
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #             ,ham
#DontBeMadAtMeBecause #Android is by far better than @Apple                                                                                      ,ham
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.             ,ham
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt         ,ham
Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.        ,ham
Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!     ,ham
Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???       ,ham
fuck u @apple                                                                                                                                    ,ham
oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it                                                ,ham
why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple                                  ,ham
. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed                                                 ,ham
annoying @apple                                                                                                                                  ,ham
Like @apple da fuck is this shit?  http://t.co/nb4DHlSg                                                                                          ,ham
RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...     ,ham
Damn it @Apple!! Whatchu done to my phone??                                                                                                      ,ham
Samsung seeks iPhone 4S ban in Japan and Australia                                                                                               ,ham
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk                                                                ,ham
why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail                                         ,ham
@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??                       ,ham
RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...     ,ham
@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp      ,ham
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market                                                                       ,ham
9% now on my second full charge of the day. Pissed @Apple                                                                                        ,ham
RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!           ,ham
I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”                  ,ham
you’re reservation page for the iPhone is NOT working.                                                                                           ,ham
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.                                  ,ham
FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs                                                                                                    ,ham
i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple                                ,ham
Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.                                             ,ham
oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!                                                                     ,ham
Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!          ,ham
@apple u guys are gay                                                                                                                            ,ham
Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo                                                                                  ,ham
none of my apps work after the new ios from @apple. what do i do?!?                                                                              ,ham
@verizonwireless to investigate my missing #iphone4s. #crankywithnophone                                                                         ,ham
@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!                                                                             ,ham
@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.                               ,ham
but I just wanted to buy a stylus. they made me wait forever outside & never                                                                     ,ham
she is driving me nuts #iphone                                                                                                                   ,ham
I'll never buy any Apple products… (yup I hate contracts)                                                                                        ,ham
I just want an honest answer.  #help                                                                                                             ,ham
I'm annoyed.                                                                                                                                     ,ham
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6                      ,ham
eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg                                                                                   ,ham
Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!                                        ,ham
@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'                        ,ham
What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.                                ,ham
Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh                                                       ,ham
Where is my iPhone!?!?!?!                                                                                                                        ,ham
@apple                                                                                                                                           ,ham
@apple battery life suck on iOS 5                                                                                                                ,ham
An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.              ,ham
@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?         ,ham
Hey @apple why can't I share a reminder list from my iPhone?                                                                                     ,ham
Also why can't I login to the iCloud webpage to modify sharing from my phone?                                                                    ,ham
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade                                                     ,ham
